,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,255838.6471271515,1657.69624710083,False,1000,0.0078950452954415,0.2507379400197757,0.10198064311032104,0.12010779125385489,6.279749423606147,0.1609855132699519,5
1,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,490047.23715782166,2785.003662109375,False,1000,0.0078950452954415,0.2507379400197757,0.08524006950404098,0.12010779125385489,3.078674768846614,0.15181069967704988,10
2,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,722990.2393817902,4756.409168243408,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12010779125385489,2.9587911305150763,0.1511725148615971,15
3,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,963068.4633255005,5824.135065078735,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,20
4,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1200810.269355774,8241.443157196045,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,25
5,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1443110.5301380157,9654.227256774902,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,30
6,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1681204.2105197906,11327.581405639648,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,35
7,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1919971.570968628,12237.87522315979,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,40
8,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2153460.8335494995,15577.285766601562,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,45
9,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2393766.2138938904,15939.602136611938,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,50
10,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2636546.16856575,18048.09069633484,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,55
11,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2884429.842710495,18444.334030151367,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,60
12,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3129233.836174011,19665.42935371399,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,65
13,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3374557.7063560486,22777.30917930603,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,70
14,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3614849.660873413,22726.045846939087,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.12711046405795587,2.3798995855432974,0.1451642045948778,75
15,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3846912.7428531647,21694.34118270874,False,1000,0.0078950452954415,0.2507379400197757,0.0839798235560976,0.13808467006510564,1.7766248628241834,0.13593988640002966,80
16,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4052839.060306549,23175.292015075684,False,1000,0.0078950452954415,0.2507379400197757,0.07136670939793499,0.13808467006510564,1.3704169797020067,0.12930356288756906,85
17,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4256772.701501846,24707.878351211548,False,1000,0.0078950452954415,0.2507379400197757,0.07136670939793499,0.13808467006510564,1.3704169797020067,0.12930356288756906,90
18,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4468263.380050659,24884.106397628784,False,1000,0.0078950452954415,0.2507379400197757,0.07136670939793499,0.13808467006510564,1.3704169797020067,0.12930356288756906,95
19,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4677477.279424667,26951.173067092896,False,1000,0.0078950452954415,0.2507379400197757,0.06795702237811829,0.13808467006510564,1.2872578721870436,0.12766440507267385,100
