,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,197903.6145210266,1592.6446914672852,True,1000,0.0078950452954415,0.2507379400197757,0.09758864572951335,0.10973541687876187,9.728224875808959,0.16711269697709707,5
1,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,381536.4534854889,2566.3022994995117,True,1000,0.0078950452954415,0.2507379400197757,0.08834455425106996,0.10973541687876187,5.366345310076555,0.16233864303773726,10
2,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,563873.3892440796,4524.097919464111,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,15
3,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,750266.1209106445,6396.336793899536,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,20
4,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,928264.8379802704,7852.582216262817,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,25
5,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1114025.0618457794,8984.339952468872,True,1000,0.0078950452954415,0.2507379400197757,0.08122435073727143,0.12324252730053081,2.475134597809039,0.14707911918770716,30
6,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1300257.518529892,12190.131902694702,True,1000,0.0078950452954415,0.2507379400197757,0.08122435073727143,0.12324252730053081,2.475134597809039,0.14707911918770716,35
7,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1479236.5708351135,12810.442209243774,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,40
8,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1663082.7152729034,14532.426595687866,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,45
9,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1838284.3744754791,14240.922451019287,True,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12324252730053081,2.138898781547873,0.14432441078418506,50
10,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2019285.4595184326,16730.89361190796,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,55
11,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2208058.398246765,20574.85604286194,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,60
12,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2392214.476585388,19374.853134155273,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12324252730053081,2.3526523676481546,0.1461387305004124,65
13,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2571515.5737400055,23493.90196800232,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12370829163625402,2.3214962020409486,0.14573256278629948,70
14,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2752435.8015060425,26019.172430038452,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12370829163625402,2.3214962020409486,0.14573256278629948,75
15,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2932006.9274902344,22427.18768119812,True,1000,0.0078950452954415,0.2507379400197757,0.07931946890404737,0.12370829163625402,2.3214962020409486,0.14573256278629948,80
16,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3115402.1236896515,25810.267686843872,True,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12998690025665835,1.7971086544240547,0.13840256098651335,85
17,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3299973.067998886,28099.28250312805,True,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12998690025665835,1.7971086544240547,0.13840256098651335,90
18,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3490425.287246704,28302.65212059021,True,1000,0.0078950452954415,0.2507379400197757,0.07421311613564766,0.12998690025665835,1.7465877546090969,0.13776392896488016,95
19,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3677276.521921158,29699.901580810547,True,1000,0.0078950452954415,0.2507379400197757,0.07421311613564766,0.12998690025665835,1.7465877546090969,0.13776392896488016,100
