,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,193320.28460502625,1714.4041061401367,False,1000,0.0078950452954415,0.2507379400197757,0.09758864572951334,0.12324252730053087,4.2967021783236685,0.1558846439623785,5
1,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,382195.1377391815,2827.7487754821777,False,1000,0.0078950452954415,0.2507379400197757,0.08122435073727138,0.12324252730053087,2.4751345978090318,0.1470791191877071,10
2,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,566009.1104507446,5882.474899291992,False,1000,0.0078950452954415,0.2507379400197757,0.07931946890404738,0.12324252730053087,2.352652367648152,0.14613873050041234,15
3,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,750601.4502048492,6107.383251190186,False,1000,0.0078950452954415,0.2507379400197757,0.07931946890404738,0.12324252730053087,2.352652367648152,0.14613873050041234,20
4,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,930940.4528141022,7203.529119491577,False,1000,0.0078950452954415,0.2507379400197757,0.07931946890404738,0.12324252730053087,2.352652367648152,0.14613873050041234,25
5,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1108931.170463562,10448.235988616943,False,1000,0.0078950452954415,0.2507379400197757,0.07931946890404738,0.12324252730053087,2.352652367648152,0.14613873050041234,30
6,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1281953.8838863373,10340.907573699951,False,1000,0.0078950452954415,0.2507379400197757,0.07931946890404738,0.12324252730053087,2.352652367648152,0.14613873050041234,35
7,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1463189.4824504852,12277.822494506836,False,1000,0.0078950452954415,0.2507379400197757,0.07931946890404738,0.12324252730053087,2.352652367648152,0.14613873050041234,40
8,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1651916.5289402008,14517.329454421997,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12324252730053087,2.1388987815478697,0.144324410784185,45
9,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,1836128.131866455,15775.736808776855,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12324252730053087,2.1388987815478697,0.144324410784185,50
10,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2026459.5177173615,17029.120445251465,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12324252730053087,2.1388987815478697,0.144324410784185,55
11,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2212427.2503852844,18891.167879104614,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12324252730053087,2.1388987815478697,0.144324410784185,60
12,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2397086.970090866,20748.156309127808,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12324252730053087,2.1388987815478697,0.144324410784185,65
13,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2583544.3868637085,21346.824169158936,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12370829163625402,2.1121846512176883,0.14391312258509562,70
14,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2769070.7070827484,24348.44708442688,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.12370829163625402,2.1121846512176883,0.14391312258509562,75
15,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,2953404.7870635986,25791.892290115356,False,1000,0.0078950452954415,0.2507379400197757,0.07552976480954615,0.13868485344472126,1.4654120721607742,0.1308829610558542,80
16,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3140634.704351425,27619.4589138031,False,1000,0.0078950452954415,0.2507379400197757,0.06832861601870888,0.13868485344472126,1.2795244621473514,0.12731107839210537,85
17,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3320397.455215454,30359.777212142944,False,1000,0.0078950452954415,0.2507379400197757,0.06832861601870888,0.13868485344472126,1.2795244621473514,0.12731107839210537,90
18,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3500159.1362953186,30989.468097686768,False,1000,0.0078950452954415,0.2507379400197757,0.06832861601870888,0.13868485344472126,1.2795244621473514,0.12731107839210537,95
19,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,25,1,3684919.697523117,30585.904598236084,False,1000,0.0078950452954415,0.2507379400197757,0.06549662529743569,0.13868485344472126,1.2172638275754468,0.12599141331742722,100
