,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,357399.5532989502,1266.5235996246338,True,1000,0.0078950452954415,0.2507379400197757,0.1021236363477484,0.12074280320893788,6.09743769254622,0.16055454825750445,5
1,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,705546.9641685486,3972.334384918213,True,1000,0.0078950452954415,0.2507379400197757,0.08665248174000904,0.12303205361851358,2.916284555627609,0.1500384191360738,10
2,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,1058173.6390590668,3987.4472618103027,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12303205361851358,2.9010116836513204,0.14994934967942838,15
3,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,1411819.0486431122,6242.6276206970215,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,20
4,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,1765628.9038658142,7838.487386703491,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,25
5,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,2110890.929222107,9527.097940444946,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,30
6,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,2448768.260002136,10953.31883430481,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,35
7,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,2800958.6033821106,11748.827934265137,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,40
8,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,3147656.5759181976,13752.771854400635,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,45
9,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,3503447.432041168,17175.516605377197,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,50
10,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,3855059.420824051,17451.3738155365,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,55
11,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,4160275.8343219757,15783.528089523315,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,60
12,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,4459368.168115616,17723.562717437744,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,65
13,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,4760412.430047989,19492.32053756714,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,70
14,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,5054170.252084732,19479.44736480713,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,75
15,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,5343114.649772644,20592.41032600403,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,80
16,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,5633347.977638245,22326.975345611572,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,85
17,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,5926028.077363968,27791.168451309204,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,90
18,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,6218131.254196167,24524.484872817993,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,95
19,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,100,1,6510790.8527851105,26083.255767822266,True,1000,0.0078950452954415,0.2507379400197757,0.08648266548940989,0.12916819592007195,2.398006732467373,0.1447591680282077,100
