,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,258259.0639591217,1800.077199935913,True,1000,0.0078950452954415,0.2507379400197757,0.10198064311032101,0.12010779125385482,6.279749423606163,0.16098551326995195,5
1,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,494936.8898868561,2735.6936931610107,True,1000,0.0078950452954415,0.2507379400197757,0.08524006950404099,0.12010779125385482,3.078674768846623,0.15181069967704997,10
2,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,735857.4492931366,4541.99743270874,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.12010779125385482,2.958791130515082,0.1511725148615972,15
3,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,978413.53058815,5682.963609695435,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,20
4,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1214942.7106380463,7162.319183349609,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,25
5,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1454048.7220287323,10408.414840698242,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,30
6,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1700078.5813331604,10184.808492660522,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,35
7,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,1946742.7365779877,13515.602111816406,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,40
8,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2191985.6638908386,13898.183584213257,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,45
9,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2431600.914478302,15299.758911132812,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,50
10,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2678484.8680496216,18427.268028259277,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,55
11,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,2914845.155477524,17834.747791290283,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,60
12,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3163382.353067398,21452.306509017944,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,65
13,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3404559.147834778,23875.93722343445,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,70
14,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3646509.171485901,24167.508363723755,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,75
15,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,3873562.044620514,21543.702602386475,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.1271104640579559,2.3798995855432947,0.14516420459487778,80
16,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4078502.674341202,22873.568773269653,True,1000,0.0078950452954415,0.2507379400197757,0.08397982355609758,0.12811361512964675,2.3121324933850067,0.14431083998692926,85
17,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4285315.55390358,25197.081327438354,True,1000,0.0078950452954415,0.2507379400197757,0.0823793513161534,0.12811361512964675,2.2182726001881456,0.1434734710604959,90
18,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4496614.931583405,25494.439601898193,True,1000,0.0078950452954415,0.2507379400197757,0.0823793513161534,0.12811361512964675,2.2182726001881456,0.1434734710604959,95
19,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,50,1,4703657.223939896,26386.550188064575,True,1000,0.0078950452954415,0.2507379400197757,0.0823793513161534,0.12811361512964675,2.2182726001881456,0.1434734710604959,100
