,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,464647.3867893219,1410.1252555847168,False,1000,0.0078950452954415,0.2507379400197757,0.10212919280580973,0.120870027031603,6.054089705548639,0.16045482037293063,5
1,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,909824.1679668427,3199.660539627075,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12409607243354043,2.8341243531632645,0.1492436068428717,10
2,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,1355744.75979805,4018.5399055480957,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12409607243354043,2.8341243531632645,0.1492436068428717,15
3,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,1813346.3695049286,6256.157636642456,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,20
4,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,2276217.3552513123,8459.14602279663,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,25
5,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,2725129.9352645874,10586.188316345215,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,30
6,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,3176674.693107605,10114.369869232178,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,35
7,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,3633727.4487018585,13496.667385101318,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,40
8,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,4064692.1157836914,11963.506937026978,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,45
9,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,4448619.400024414,14691.297054290771,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,50
10,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,4845359.758615494,15583.339214324951,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,55
11,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,5224988.7726306915,15931.650161743164,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,60
12,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,5597846.226215363,16923.362731933594,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,65
13,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,5974809.923171997,18607.419729232788,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,70
14,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,6355978.178262711,19460.2530002594,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.12931323943113815,2.4125314930204804,0.14484284404408934,75
15,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,6733134.207487106,20704.216241836548,False,1000,0.0078950452954415,0.2507379400197757,0.08686017404060414,0.1396800898528156,1.8242548266140826,0.13626935694222334,80
16,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,7109844.445228577,21890.790700912476,False,1000,0.0078950452954415,0.2507379400197757,0.0755903618997426,0.1396800898528156,1.4349998508920814,0.1300634536442252,85
17,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,7484716.775178909,23562.50262260437,False,1000,0.0078950452954415,0.2507379400197757,0.0755903618997426,0.1396800898528156,1.4349998508920814,0.1300634536442252,90
18,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,7859515.533924103,24891.76321029663,False,1000,0.0078950452954415,0.2507379400197757,0.0755903618997426,0.1396800898528156,1.4349998508920814,0.1300634536442252,95
19,s123\random_mc2_n12_mid3_d1000_05_mr098_r10_154,EMCC,V5,V6,,100,150,1,8233514.279842377,25678.699016571045,False,1000,0.0078950452954415,0.2507379400197757,0.06904058144900627,0.1396800898528156,1.269055771482949,0.126777847730642,100
